rain_1h,rain_lag1,delta_1h,acceleration,radar_dbz,cape_jkg,pwat_mm,target_rain_1h,target_heavy_rain
19.15,23.01,-3.86,1.79,44.6,842.0,56.3,15.33,0
1.95,2.32,-0.38,0.0,25.5,2868.0,70.9,1.11,0
3.12,3.77,-0.64,-0.2,32.9,1218.0,74.9,2.23,0
15.37,15.24,0.14,-0.04,44.3,2293.0,65.1,15.33,0
15.28,13.75,1.53,0.87,39.7,860.0,73.8,14.02,0
12.3,14.45,-2.15,0.42,38.8,1759.0,66.5,9.13,0
14.21,13.79,0.42,0.14,43.8,3166.0,73.5,11.2,0
9.39,7.61,1.78,0.05,38.3,1042.0,63.3,10.07,0
3.48,4.22,-0.74,-0.2,27.2,1817.0,38.2,3.1,0
5.09,6.26,-1.17,0.42,31.5,1537.0,51.1,5.44,0
2.4,2.36,0.05,-0.02,28.6,2972.0,60.9,0.91,0
28.69,21.39,7.3,4.98,44.0,2886.0,49.0,53.13,1
10.51,9.8,0.71,-0.11,38.5,1370.0,45.9,10.97,0
6.15,7.27,-1.12,-0.63,35.7,995.0,58.1,4.81,0
7.44,9.23,-1.79,-1.43,39.9,2305.0,72.3,2.93,0
35.31,29.03,6.28,-1.41,47.2,1607.0,36.4,36.54,1
2.0,1.48,0.52,-0.08,30.0,2413.0,65.8,0.0,0
10.59,12.99,-2.4,-0.87,42.3,877.0,63.9,8.72,0
8.46,7.9,0.56,0.42,40.7,1120.0,73.6,5.15,0
11.34,11.63,-0.28,-0.2,40.5,2447.0,72.2,13.17,0
0.22,0.28,-0.06,-0.01,10.0,1310.0,65.5,0.0,0
24.68,18.26,6.42,3.43,46.2,2858.0,55.8,48.57,1
32.28,35.15,-2.87,0.93,49.3,941.0,43.2,25.56,0
9.99,7.44,2.55,1.97,38.8,1317.0,56.8,10.0,0
14.31,13.24,1.07,0.81,45.0,3197.0,65.6,13.47,0
30.69,36.28,-5.59,1.61,48.5,1839.0,70.8,23.96,0
14.74,14.15,0.59,-0.07,42.8,2487.0,66.6,11.1,0
1.99,2.58,-0.59,0.22,30.0,1238.0,42.8,0.0,0
10.3,10.67,-0.37,0.05,39.9,2264.0,59.0,9.82,0
11.2,10.0,1.2,0.67,34.8,2543.0,48.3,7.09,0
6.62,5.51,1.11,-0.01,35.1,1555.0,35.4,5.21,0
16.0,14.57,1.44,-0.55,44.7,2789.0,43.0,20.52,0
32.68,30.18,2.5,-0.14,45.6,2248.0,39.5,27.51,0
31.17,23.11,8.07,6.26,46.5,1734.0,68.7,35.88,1
7.19,6.63,0.56,0.18,34.6,2138.0,45.3,5.37,0
1.44,1.41,0.03,0.0,29.1,2184.0,46.4,2.27,0
50.27,56.99,-6.72,1.9,53.6,1197.0,73.4,39.96,1
21.91,23.97,-2.06,-1.61,42.7,1767.0,50.2,19.07,0
1.6,1.8,-0.2,-0.11,26.6,1624.0,35.4,0.79,0
30.44,21.46,8.98,-1.2,45.4,1762.0,46.4,35.65,1
24.47,20.33,4.15,-1.7,46.5,2627.0,39.8,22.01,0
8.78,9.63,-0.85,0.36,39.1,1958.0,39.1,7.44,0
10.74,10.63,0.1,-0.04,41.1,3057.0,38.1,9.68,0
6.11,4.3,1.81,0.46,36.3,1505.0,58.7,4.3,0
0.68,0.8,-0.12,-0.09,26.2,1798.0,42.6,0.0,0
4.9,5.7,-0.8,-0.12,32.0,2689.0,49.4,3.91,0
19.49,20.05,-0.57,-0.34,40.2,2110.0,69.5,15.23,0
0.06,0.04,0.01,0.0,10.0,2113.0,52.0,4.94,0
4.87,5.65,-0.78,-0.33,30.9,928.0,71.6,1.85,0
6.09,6.4,-0.31,-0.14,32.6,1757.0,54.9,7.29,0
9.25,10.82,-1.56,0.43,36.5,1450.0,51.0,8.62,0
30.29,34.86,-4.57,0.14,44.9,3198.0,65.0,22.64,0
5.1,6.03,-0.93,-0.3,32.4,1540.0,37.9,1.9,0
5.11,5.17,-0.06,0.02,35.4,2923.0,38.6,2.78,0
16.05,12.59,3.46,-0.1,41.3,2423.0,61.1,14.94,0
7.22,7.96,-0.74,-0.14,36.4,1618.0,54.5,2.03,0
3.05,3.27,-0.22,-0.18,32.6,2104.0,66.6,0.39,0
7.23,8.28,-1.05,-0.12,35.2,2817.0,71.7,2.43,0
1.82,1.46,0.36,0.2,26.6,2920.0,50.5,4.54,0
2.33,1.9,0.43,0.03,29.6,1185.0,58.9,3.51,0
8.28,10.22,-1.94,-1.04,33.8,1615.0,55.0,7.03,0
6.51,7.49,-0.98,-0.27,31.3,1605.0,74.3,5.98,0
29.56,36.8,-7.24,-4.72,47.2,901.0,68.2,19.33,0
5.4,6.24,-0.84,-0.03,35.7,2236.0,71.5,6.93,0
10.43,11.03,-0.61,-0.17,43.4,2852.0,45.2,7.18,0
12.0,13.11,-1.11,-0.35,40.6,1716.0,65.9,9.57,0
0.16,0.2,-0.04,-0.0,11.8,2576.0,45.6,1.6,0
13.07,13.69,-0.62,0.19,40.5,2306.0,43.3,8.1,0
2.35,2.54,-0.19,0.07,29.5,1702.0,72.8,8.08,0
38.95,30.92,8.03,-3.84,51.8,1139.0,35.8,37.65,1
1.93,1.9,0.03,0.02,23.3,2502.0,73.6,1.95,0
6.43,7.26,-0.83,0.16,36.8,2851.0,41.0,7.45,0
1.07,0.92,0.15,-0.03,27.8,2446.0,67.8,2.83,0
69.22,56.85,12.37,5.65,53.0,843.0,46.0,68.76,1
8.37,7.44,0.94,-0.08,41.1,1319.0,49.0,7.99,0
10.86,9.17,1.68,0.27,38.3,967.0,43.7,7.43,0
0.83,0.69,0.14,-0.04,21.7,2169.0,58.4,0.0,0
16.63,15.88,0.75,0.56,42.6,2616.0,48.9,15.83,0
2.83,3.52,-0.69,-0.42,25.8,1065.0,61.3,2.71,0
27.4,27.52,-0.12,-0.07,43.7,2812.0,35.6,25.63,0
2.76,2.24,0.52,0.01,27.9,2133.0,37.6,2.46,0
2.54,1.89,0.64,0.32,31.1,2456.0,39.0,0.0,0
0.45,0.5,-0.05,0.02,19.2,3131.0,51.8,2.46,0
7.67,7.13,0.54,-0.26,37.8,1001.0,67.6,9.69,0
9.98,11.91,-1.93,0.91,40.6,2963.0,70.5,9.21,0
0.82,0.89,-0.08,-0.02,21.3,1103.0,44.8,0.31,0
17.93,21.11,-3.19,-0.29,45.5,1743.0,58.0,15.09,0
7.25,6.25,0.99,0.17,36.8,2843.0,65.7,13.73,0
8.92,9.95,-1.03,0.5,38.3,2975.0,46.6,7.24,0
6.97,5.99,0.99,0.05,36.0,2015.0,51.4,3.99,0
6.15,7.76,-1.62,-0.7,37.0,2226.0,56.0,2.77,0
9.84,10.65,-0.81,-0.06,38.1,2500.0,40.4,9.05,0
2.02,1.81,0.21,0.1,29.9,2799.0,36.0,0.0,0
2.41,2.08,0.33,-0.07,26.9,1092.0,41.1,2.6,0
23.75,19.34,4.4,2.45,42.8,2744.0,60.1,24.57,0
35.05,39.14,-4.09,-1.08,49.1,1955.0,37.9,29.8,0
5.61,4.66,0.95,-0.21,34.8,1881.0,42.6,7.98,0
3.79,4.01,-0.22,0.04,31.4,1817.0,48.5,4.81,0
12.39,10.64,1.75,0.55,42.3,2022.0,38.1,7.54,0
6.31,6.92,-0.61,-0.35,34.6,3068.0,42.7,6.69,0
0.31,0.37,-0.06,-0.0,14.4,2116.0,71.5,1.63,0
2.04,2.38,-0.34,0.06,30.8,3088.0,35.8,2.03,0
15.1,17.47,-2.36,-1.48,45.0,1233.0,61.1,7.39,0
12.91,10.49,2.42,0.89,43.9,2538.0,50.4,11.29,0
0.33,0.25,0.08,0.01,14.7,2749.0,61.9,0.0,0
3.01,3.37,-0.36,-0.05,33.1,2430.0,58.5,0.0,0
3.15,2.9,0.25,-0.06,29.1,2257.0,43.9,2.83,0
13.37,12.83,0.54,0.17,39.2,2156.0,68.9,10.18,0
0.24,0.17,0.07,-0.0,10.0,2866.0,54.7,5.5,0
1.32,1.13,0.19,0.15,28.3,2772.0,67.9,0.95,0
19.31,13.91,5.4,0.67,41.9,1093.0,51.2,22.84,0
2.36,2.9,-0.54,-0.07,28.7,2837.0,74.4,0.0,0
12.69,10.74,1.95,0.46,38.8,1794.0,65.8,11.17,0
3.26,3.38,-0.11,-0.08,32.6,1409.0,73.6,2.87,0
1.26,0.91,0.35,0.19,23.8,2887.0,55.6,0.0,0
3.34,3.68,-0.33,-0.03,28.8,1837.0,53.9,1.76,0
15.37,13.74,1.63,0.71,42.9,2740.0,65.2,13.92,0
23.23,28.78,-5.55,-1.45,42.0,1432.0,70.2,15.14,0
21.28,26.23,-4.96,-0.69,42.6,809.0,73.6,18.25,0
6.07,5.44,0.64,-0.16,31.3,1989.0,48.0,6.31,0
13.23,16.42,-3.18,-0.33,38.1,1041.0,66.9,9.96,0
2.75,3.57,-0.82,0.15,30.4,2611.0,43.4,2.9,0
4.16,4.98,-0.81,-0.56,29.0,1463.0,56.8,4.07,0
27.2,32.83,-5.63,0.36,43.0,1865.0,42.2,19.22,0
0.16,0.13,0.02,0.02,10.1,1009.0,48.9,0.0,0
1.07,1.12,-0.05,-0.01,22.4,1488.0,72.3,1.21,0
2.8,2.07,0.73,0.23,34.1,2676.0,40.8,5.24,0
0.32,0.24,0.08,0.02,18.8,1164.0,60.3,2.58,0
2.4,3.12,-0.72,0.24,27.4,2353.0,58.7,1.13,0
10.5,9.41,1.09,-0.01,40.5,3002.0,39.8,11.2,0
6.57,7.54,-0.98,0.36,37.6,2432.0,48.0,4.62,0
26.78,31.71,-4.93,-1.53,44.7,2746.0,57.5,19.09,0
20.41,24.79,-4.38,-0.35,41.0,1062.0,42.5,13.33,0
5.02,6.52,-1.5,-0.77,34.2,1402.0,67.0,2.69,0
3.6,3.04,0.56,-0.12,31.6,2947.0,73.9,6.1,0
5.73,4.15,1.58,-0.45,34.3,2516.0,43.6,6.02,0
10.71,10.14,0.57,0.02,40.4,2335.0,42.5,9.76,0
3.74,2.91,0.83,0.59,30.7,2393.0,53.2,1.0,0
11.74,8.38,3.36,1.43,37.8,1794.0,64.9,12.01,0
6.32,5.79,0.53,0.02,36.0,907.0,46.3,5.25,0
9.64,11.28,-1.64,-0.28,39.5,2683.0,35.8,5.35,0
6.88,7.15,-0.27,0.11,34.1,2429.0,56.6,5.73,0
4.19,3.72,0.47,0.37,34.8,1935.0,73.3,3.11,0
35.58,38.88,-3.3,-1.21,44.3,2959.0,50.7,27.86,0
17.31,14.52,2.78,-0.36,41.7,1607.0,51.8,16.75,0
1.81,1.28,0.53,0.14,26.6,1506.0,73.8,0.02,0
24.34,28.2,-3.86,1.38,43.9,2895.0,62.8,17.62,0
8.02,8.62,-0.6,-0.45,36.3,2713.0,63.8,6.45,0
26.99,31.24,-4.25,1.16,49.7,2036.0,57.5,22.72,0
19.3,13.96,5.34,1.83,41.9,1114.0,74.0,21.02,0
6.65,7.99,-1.34,0.24,41.1,1316.0,62.6,3.47,0
0.27,0.29,-0.02,-0.01,14.9,2375.0,70.8,1.01,0
3.75,3.9,-0.14,-0.07,32.4,1724.0,63.0,6.49,0
9.36,10.06,-0.7,-0.26,39.5,2808.0,64.4,9.25,0
12.04,14.68,-2.63,-0.79,45.4,3080.0,46.6,9.34,0
3.58,3.77,-0.19,-0.12,29.9,2734.0,47.1,4.33,0
1.8,1.89,-0.09,0.03,24.9,1706.0,66.3,4.36,0
21.62,27.98,-6.36,0.44,42.9,2693.0,46.9,16.31,0
49.93,57.62,-7.69,1.36,50.2,1643.0,57.5,38.69,1
8.95,8.64,0.31,0.24,34.8,1201.0,45.0,10.02,0
2.26,2.54,-0.28,-0.0,28.7,880.0,67.7,0.0,0
3.81,3.56,0.25,0.11,35.7,1726.0,39.4,0.44,0
0.22,0.19,0.04,0.01,12.9,2969.0,68.2,0.53,0
29.48,31.2,-1.71,0.38,45.9,1374.0,59.1,24.13,0
1.5,1.89,-0.39,0.07,24.6,1296.0,42.5,0.0,0
10.31,12.97,-2.65,0.36,41.0,3128.0,56.7,8.7,0
3.84,3.48,0.36,0.01,30.7,860.0,46.3,0.0,0
9.69,9.86,-0.16,0.03,42.5,2686.0,47.9,7.07,0
12.65,10.46,2.19,-1.04,44.5,1571.0,49.1,11.0,0
21.25,27.56,-6.32,-4.06,44.8,890.0,37.5,9.45,0
2.77,3.58,-0.8,-0.6,30.1,3003.0,74.4,4.65,0
0.13,0.14,-0.01,0.0,11.0,1135.0,36.3,0.0,0
1.77,2.09,-0.32,0.02,29.2,2124.0,61.5,0.11,0
27.63,31.2,-3.57,1.75,44.5,1458.0,49.8,23.33,0
24.85,26.24,-1.39,-0.53,44.3,956.0,60.8,21.33,0
10.92,7.99,2.93,1.68,37.0,920.0,49.2,9.48,0
11.01,10.71,0.3,-0.09,40.5,1077.0,62.0,10.9,0
13.12,14.5,-1.38,0.4,42.2,971.0,64.2,10.9,0
2.31,2.56,-0.25,-0.13,26.1,2625.0,62.6,6.43,0
29.5,27.25,2.25,0.68,45.6,1965.0,39.6,27.58,0
6.51,8.24,-1.73,0.76,33.3,1623.0,61.3,4.27,0
5.8,4.64,1.16,0.36,33.4,1804.0,46.2,4.09,0
8.78,8.78,-0.0,0.0,39.2,3029.0,36.2,5.97,0
0.58,0.64,-0.07,0.0,17.7,2986.0,51.6,0.0,0
2.18,2.44,-0.26,-0.13,27.8,2518.0,52.3,4.39,0
16.07,17.51,-1.43,-0.79,39.1,2923.0,53.7,12.52,0
1.04,0.9,0.14,0.0,23.6,1567.0,63.2,2.11,0
11.09,8.8,2.29,1.67,39.6,1715.0,47.4,14.44,0
3.38,3.65,-0.28,-0.01,30.0,2273.0,47.6,0.0,0
5.92,6.27,-0.35,-0.18,35.0,2297.0,37.4,7.3,0
4.09,3.3,0.79,0.1,33.2,1956.0,62.5,4.15,0
5.27,5.92,-0.65,-0.43,32.9,1762.0,57.7,4.8,0
15.23,14.83,0.41,0.28,39.0,3167.0,49.0,11.64,0
4.23,4.66,-0.43,0.16,36.6,2771.0,63.2,1.84,0
10.03,12.06,-2.03,-1.46,37.8,1844.0,56.5,7.75,0
7.76,6.22,1.54,0.88,37.1,2546.0,53.8,12.63,0
13.08,9.3,3.77,1.99,42.9,1447.0,55.5,16.2,0
33.14,38.69,-5.55,1.33,54.4,1040.0,60.5,27.27,0
15.83,16.87,-1.04,-0.57,39.7,1646.0,61.4,12.22,0
2.9,3.25,-0.35,-0.21,31.3,1767.0,46.6,0.98,0
0.38,0.46,-0.08,0.01,14.9,840.0,40.6,0.0,0
3.65,4.31,-0.66,-0.49,30.9,2756.0,41.3,1.55,0
10.85,13.85,-3.0,1.31,38.1,1662.0,60.6,3.41,0
0.63,0.65,-0.01,0.0,17.6,2193.0,69.9,0.0,0
8.23,8.17,0.06,0.01,37.6,978.0,51.4,5.92,0
10.9,10.26,0.64,0.16,36.7,1220.0,41.8,9.39,0
4.88,3.87,1.01,0.34,35.9,2935.0,65.3,5.19,0
17.68,18.45,-0.77,0.37,43.1,2261.0,68.3,15.33,0
1.35,1.17,0.18,0.14,26.0,3081.0,70.2,1.28,0
0.94,1.17,-0.24,0.1,21.6,3197.0,59.3,0.0,0
15.63,16.41,-0.78,0.25,41.4,1692.0,69.4,8.89,0
8.21,8.67,-0.46,0.22,38.2,1517.0,35.6,5.57,0
13.99,12.77,1.22,0.29,39.0,2860.0,39.3,10.85,0
6.85,5.01,1.84,1.31,35.7,3197.0,38.7,8.34,0
3.39,2.44,0.95,0.35,29.8,2311.0,63.5,5.44,0
20.52,19.57,0.94,0.54,42.2,2708.0,37.8,20.1,0
19.28,14.47,4.81,-2.32,39.4,2676.0,54.9,20.58,0
14.24,15.15,-0.91,-0.19,44.1,1653.0,53.9,11.17,0
3.81,4.68,-0.87,-0.08,30.9,2178.0,47.4,1.58,0
10.71,13.17,-2.46,-0.37,41.8,2799.0,69.8,5.84,0
5.37,5.89,-0.51,0.21,36.8,2451.0,41.8,1.26,0
1.15,0.95,0.2,0.08,21.4,851.0,49.1,3.12,0
29.91,36.43,-6.51,-1.0,44.4,1608.0,66.0,20.39,0
1.77,2.17,-0.41,-0.2,32.1,1147.0,36.2,0.0,0
36.01,29.45,6.55,0.86,51.4,1359.0,61.9,33.63,0
7.09,8.1,-1.01,0.31,36.6,2973.0,67.7,3.68,0
2.46,2.14,0.31,0.11,29.8,889.0,72.3,2.42,0
9.37,11.07,-1.7,0.47,37.3,1328.0,70.1,9.06,0
24.76,32.14,-7.39,-4.68,46.2,1543.0,47.8,14.13,0
15.81,11.35,4.46,1.32,40.8,2281.0,58.5,12.3,0
19.71,24.41,-4.7,1.39,39.7,2082.0,38.1,13.54,0
12.9,13.85,-0.95,-0.71,38.1,1324.0,45.3,9.83,0
14.14,18.16,-4.02,-0.7,41.5,1194.0,38.8,8.66,0
22.7,22.22,0.48,-0.19,42.4,1368.0,47.6,18.32,0
3.45,4.17,-0.72,-0.23,31.5,2006.0,70.0,2.82,0
8.07,5.95,2.12,-0.36,35.4,1451.0,48.9,8.34,0
3.0,2.7,0.3,0.16,29.1,3074.0,57.5,2.74,0
52.75,39.04,13.7,7.72,52.3,1913.0,52.3,56.95,1
34.6,44.47,-9.87,-7.62,48.1,941.0,53.4,19.9,0
0.48,0.57,-0.09,-0.01,17.9,2550.0,73.8,0.0,0
14.67,17.78,-3.1,-0.28,43.4,1589.0,46.8,13.05,0
31.12,39.3,-8.18,-3.92,47.9,2368.0,60.1,21.01,0
2.39,1.79,0.59,-0.2,32.0,1471.0,51.8,4.04,0
10.07,9.38,0.69,0.15,38.1,2170.0,37.4,11.52,0
29.65,22.02,7.63,1.6,45.7,2653.0,54.6,55.41,1
0.41,0.34,0.07,-0.03,14.3,3027.0,67.5,2.25,0
14.34,12.02,2.33,0.1,40.7,1427.0,39.0,10.64,0
4.23,4.16,0.08,0.05,35.0,1604.0,37.8,4.07,0
30.99,26.68,4.3,2.64,49.5,1914.0,41.1,29.57,0
42.51,32.33,10.18,-3.78,51.0,3025.0,65.6,77.63,1
34.65,27.73,6.91,-2.64,44.1,2963.0,64.0,60.93,1
7.71,6.08,1.63,-0.26,39.4,1016.0,57.6,6.34,0
23.77,30.52,-6.75,-4.3,41.3,1117.0,53.7,15.27,0
22.34,25.81,-3.48,1.16,46.4,1989.0,70.5,17.25,0
4.61,5.91,-1.29,-0.56,32.9,1056.0,65.7,3.8,0
21.19,20.42,0.77,-0.28,45.6,1629.0,67.5,16.42,0
0.45,0.39,0.06,0.02,14.8,1156.0,67.5,1.15,0
10.88,12.83,-1.95,0.07,41.9,2326.0,60.7,7.49,0
3.14,2.81,0.33,0.17,28.0,3079.0,53.3,3.5,0
1.54,1.36,0.19,-0.04,24.7,3192.0,69.6,0.0,0
0.96,0.81,0.15,0.05,20.7,1701.0,72.0,0.0,0
14.3,11.12,3.18,-0.62,38.0,2238.0,36.0,16.51,0
4.98,4.26,0.73,0.31,34.4,2855.0,37.1,2.71,0
15.48,14.14,1.34,0.85,45.7,1082.0,73.3,12.34,0
0.81,0.9,-0.08,0.03,26.9,2455.0,46.1,0.54,0
4.55,3.35,1.19,0.75,33.7,1781.0,69.9,3.32,0
9.31,7.69,1.62,0.44,40.7,1295.0,50.6,7.35,0
18.77,22.25,-3.48,1.16,43.8,1767.0,39.8,14.09,0
4.61,3.63,0.98,0.05,34.6,982.0,38.2,1.58,0
11.8,10.68,1.11,-0.32,39.5,2469.0,41.3,8.69,0
26.06,31.76,-5.7,-2.34,46.1,1407.0,45.0,21.78,0
11.48,9.1,2.38,1.16,41.0,1547.0,54.5,12.59,0
3.18,2.39,0.8,-0.29,29.9,1091.0,63.1,1.68,0
0.3,0.29,0.0,0.0,14.4,2875.0,74.5,1.09,0
24.49,21.59,2.9,1.62,45.1,1984.0,52.7,24.34,0
0.26,0.27,-0.01,-0.01,15.2,2173.0,55.7,2.2,0
24.92,29.47,-4.54,-0.76,43.2,2167.0,55.9,17.65,0
9.03,7.07,1.97,1.45,38.2,1785.0,56.6,11.34,0
33.58,35.2,-1.63,-0.32,51.3,1262.0,55.7,23.28,0
19.24,19.3,-0.06,-0.0,45.9,2588.0,35.4,14.2,0
74.19,58.34,15.84,9.55,55.6,1105.0,35.1,76.59,1
5.18,5.57,-0.39,-0.05,34.5,1049.0,38.9,4.79,0
17.49,15.11,2.38,0.27,43.5,2504.0,39.1,14.73,0
6.17,6.12,0.05,0.01,37.7,1301.0,63.2,5.79,0
7.84,5.88,1.97,1.18,40.4,1536.0,43.2,7.06,0
11.85,11.56,0.29,0.17,36.3,1941.0,70.8,9.76,0
24.83,21.94,2.88,0.07,42.7,1878.0,72.1,25.13,0
49.68,59.3,-9.61,0.64,52.8,2501.0,74.0,37.68,1
17.55,12.88,4.66,0.65,42.4,2296.0,72.6,16.26,0
6.49,6.17,0.32,0.08,34.7,2347.0,45.9,3.64,0
6.56,6.4,0.16,-0.03,33.6,2514.0,55.4,4.86,0
16.05,18.22,-2.17,-1.15,41.2,1502.0,42.0,11.82,0
3.27,3.42,-0.15,-0.02,28.4,1574.0,67.2,1.36,0
1.4,1.55,-0.14,0.01,29.6,1851.0,70.5,3.18,0
5.26,6.13,-0.87,0.32,34.5,1538.0,69.1,4.65,0
4.06,4.95,-0.88,0.17,32.6,3164.0,52.3,3.71,0
4.22,3.75,0.47,0.35,34.2,2754.0,65.3,1.46,0
3.19,3.27,-0.07,0.01,33.0,1195.0,38.9,5.0,0
0.52,0.62,-0.11,0.03,20.3,813.0,36.6,0.0,0
0.22,0.28,-0.06,-0.01,14.5,903.0,65.1,1.81,0
52.8,65.14,-12.34,1.24,49.3,1386.0,52.0,38.67,1
6.7,6.18,0.52,-0.23,35.6,1074.0,74.8,5.12,0
5.82,4.76,1.06,-0.09,36.8,2080.0,38.9,8.2,0
13.66,13.57,0.09,0.02,40.1,2859.0,69.2,11.55,0
2.95,3.38,-0.43,-0.09,30.5,2568.0,54.2,2.32,0
35.94,35.78,0.16,-0.01,48.7,1317.0,68.1,31.34,0
18.52,18.33,0.19,0.02,44.9,1758.0,67.7,22.25,0
1.12,1.35,-0.23,-0.17,20.3,2019.0,71.6,3.45,0
6.49,5.95,0.54,-0.01,37.4,2744.0,46.9,7.28,0
25.36,30.83,-5.47,0.9,45.0,2814.0,73.0,16.23,0
34.75,32.8,1.94,-0.36,49.1,2983.0,41.1,31.05,0
7.56,6.78,0.78,0.07,38.6,2022.0,38.3,5.35,0
11.4,11.09,0.31,0.15,43.1,2466.0,52.3,11.59,0
2.19,2.54,-0.35,0.08,31.2,1068.0,68.1,1.93,0
56.75,44.02,12.74,5.38,53.8,2157.0,53.9,100.58,1
3.16,2.59,0.58,-0.27,33.9,1397.0,68.2,3.17,0
34.32,43.62,-9.3,-0.41,48.2,1836.0,64.2,21.05,0
12.59,10.14,2.45,1.25,40.7,2322.0,43.4,12.98,0
11.23,11.69,-0.46,0.03,41.6,1417.0,73.0,7.52,0
8.63,9.04,-0.41,-0.1,39.4,925.0,37.4,7.08,0
3.15,3.13,0.02,-0.0,30.4,825.0,70.9,4.19,0
2.33,2.53,-0.2,-0.09,29.7,853.0,47.2,1.71,0
2.99,2.5,0.48,-0.21,30.5,820.0,55.0,2.03,0
2.48,2.55,-0.08,-0.05,27.6,1065.0,51.9,2.45,0
18.15,16.76,1.39,-0.34,45.7,1375.0,41.9,17.68,0
5.17,5.67,-0.5,-0.32,34.5,1331.0,49.3,1.76,0
0.71,0.56,0.15,-0.01,24.8,3168.0,42.7,1.23,0
41.73,43.5,-1.77,-0.78,45.7,1534.0,43.2,36.7,1
25.83,20.95,4.88,-0.41,44.5,1106.0,42.5,26.31,0
31.53,27.34,4.19,2.84,47.1,2109.0,54.6,30.49,0
63.36,52.67,10.69,-3.59,54.1,2859.0,66.9,107.54,1
2.29,1.86,0.44,-0.12,29.6,2427.0,57.8,3.12,0
6.05,7.24,-1.18,-0.17,36.1,1511.0,70.7,5.81,0
17.04,14.85,2.19,-0.86,40.5,2148.0,60.5,11.7,0
14.29,17.95,-3.66,0.9,39.2,2516.0,62.6,6.78,0
2.01,2.57,-0.57,-0.41,28.5,2547.0,61.7,3.22,0
20.3,21.17,-0.87,-0.67,41.2,2400.0,53.0,13.49,0
3.05,2.4,0.65,-0.01,29.7,2890.0,62.6,3.84,0
3.04,2.81,0.23,0.16,31.7,2888.0,37.8,2.08,0
9.24,10.89,-1.65,-0.34,36.5,2189.0,69.4,4.65,0
10.79,9.93,0.86,-0.13,42.7,1832.0,66.1,10.42,0
10.41,7.83,2.58,1.07,41.7,2340.0,44.8,11.28,0
1.15,1.19,-0.04,-0.01,20.8,2764.0,65.7,5.17,0
25.19,30.41,-5.22,-4.1,43.6,814.0,35.5,15.57,0
3.7,4.36,-0.66,0.1,27.5,3181.0,43.7,5.61,0
1.66,1.34,0.32,0.12,25.0,1239.0,37.6,2.37,0
26.35,29.08,-2.73,1.18,47.3,1929.0,66.2,19.52,0
37.39,31.12,6.27,-2.21,47.3,2893.0,65.2,64.21,1
23.78,19.76,4.02,-1.99,46.0,1340.0,67.5,23.57,0
19.9,24.36,-4.47,-3.57,40.7,1944.0,35.2,13.04,0
12.78,10.86,1.92,1.04,42.3,1118.0,55.0,12.97,0
9.6,8.24,1.36,0.71,37.6,1748.0,63.2,8.08,0
1.09,0.76,0.33,0.05,23.6,1225.0,41.2,0.0,0
6.3,7.7,-1.4,0.15,35.6,1673.0,61.0,5.96,0
5.6,6.58,-0.98,0.3,32.4,1696.0,38.4,3.72,0
3.61,3.89,-0.28,0.04,29.6,3184.0,42.3,2.73,0
15.42,17.74,-2.32,0.03,44.0,3188.0,54.0,12.1,0
8.22,6.5,1.72,0.83,38.4,1075.0,61.1,8.9,0
1.01,0.99,0.03,0.01,25.2,2542.0,40.8,0.0,0
2.98,2.72,0.27,-0.11,31.3,924.0,42.4,5.26,0
13.8,10.43,3.36,-1.6,41.5,872.0,43.2,13.85,0
0.95,0.94,0.01,-0.0,19.2,1053.0,44.5,0.41,0
22.86,28.63,-5.77,-0.19,44.2,3117.0,44.1,16.32,0
8.2,5.94,2.26,1.61,37.6,3058.0,50.8,9.4,0
7.86,6.88,0.98,0.32,41.2,1265.0,61.2,8.97,0
10.77,8.88,1.89,1.03,40.9,1188.0,52.5,11.78,0
20.89,17.61,3.28,0.35,47.2,1377.0,66.0,21.52,0
5.13,6.39,-1.26,0.04,35.6,2037.0,63.8,6.22,0
13.6,13.34,0.26,-0.09,39.7,2167.0,40.1,13.48,0
10.01,9.81,0.2,0.13,39.3,1332.0,37.0,8.36,0
3.73,4.31,-0.58,-0.3,32.6,2616.0,70.1,0.45,0
25.31,20.06,5.25,-1.48,43.6,1543.0,38.2,28.04,0
19.16,19.01,0.15,0.02,42.8,3013.0,40.9,15.92,0
12.89,12.35,0.54,0.07,40.4,2376.0,35.9,10.4,0
22.81,24.14,-1.33,-0.41,48.0,1847.0,60.1,14.91,0
24.24,31.5,-7.26,-5.3,41.0,2696.0,58.3,14.99,0
14.79,17.18,-2.39,-0.61,44.1,2763.0,74.5,11.09,0
21.77,20.44,1.33,0.27,42.5,1497.0,70.5,16.45,0
14.35,17.17,-2.82,1.23,38.8,1615.0,51.4,11.5,0
13.68,10.98,2.7,-1.13,43.5,3046.0,49.9,12.18,0
11.57,8.31,3.26,-0.84,41.5,1195.0,46.9,17.22,0
16.77,13.79,2.97,-1.36,45.1,901.0,41.1,14.79,0
2.07,1.87,0.2,0.09,29.7,1890.0,40.5,1.05,0
25.53,25.69,-0.16,-0.07,49.6,2723.0,40.3,19.82,0
24.65,26.36,-1.7,0.55,46.4,2652.0,39.6,22.49,0
0.36,0.44,-0.09,-0.05,15.5,3007.0,44.6,0.0,0
20.97,21.1,-0.12,0.04,44.8,2080.0,47.3,16.3,0
1.66,1.66,-0.0,0.0,29.0,1040.0,73.5,2.82,0
