timestamp,fused_precip_rate_mm_hr,observation_time,publication_time,dataset_state,qc_flag
2022-08-19T05:30:00+00:00,17.6,2022-08-19T05:30:00+00:00,2022-08-19T09:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T06:00:00+00:00,16.43,2022-08-19T06:00:00+00:00,2022-08-19T10:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T06:30:00+00:00,16.43,2022-08-19T06:30:00+00:00,2022-08-19T10:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T07:00:00+00:00,14.72,2022-08-19T07:00:00+00:00,2022-08-19T11:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T07:30:00+00:00,14.72,2022-08-19T07:30:00+00:00,2022-08-19T11:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T08:00:00+00:00,12.76,2022-08-19T08:00:00+00:00,2022-08-19T12:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T08:30:00+00:00,12.76,2022-08-19T08:30:00+00:00,2022-08-19T12:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T09:00:00+00:00,10.84,2022-08-19T09:00:00+00:00,2022-08-19T13:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T09:30:00+00:00,10.84,2022-08-19T09:30:00+00:00,2022-08-19T13:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T10:00:00+00:00,9.27,2022-08-19T10:00:00+00:00,2022-08-19T14:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T10:30:00+00:00,9.27,2022-08-19T10:30:00+00:00,2022-08-19T14:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T11:00:00+00:00,8.29,2022-08-19T11:00:00+00:00,2022-08-19T15:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T11:30:00+00:00,8.29,2022-08-19T11:30:00+00:00,2022-08-19T15:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T12:00:00+00:00,35.62,2022-08-19T12:00:00+00:00,2022-08-19T16:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T12:30:00+00:00,35.62,2022-08-19T12:30:00+00:00,2022-08-19T16:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T13:00:00+00:00,36.18,2022-08-19T13:00:00+00:00,2022-08-19T17:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T13:30:00+00:00,36.18,2022-08-19T13:30:00+00:00,2022-08-19T17:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T14:00:00+00:00,37.44,2022-08-19T14:00:00+00:00,2022-08-19T18:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T14:30:00+00:00,37.44,2022-08-19T14:30:00+00:00,2022-08-19T18:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T15:00:00+00:00,39.2,2022-08-19T15:00:00+00:00,2022-08-19T19:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T15:30:00+00:00,39.2,2022-08-19T15:30:00+00:00,2022-08-19T19:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T16:00:00+00:00,41.18,2022-08-19T16:00:00+00:00,2022-08-19T20:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T16:30:00+00:00,41.18,2022-08-19T16:30:00+00:00,2022-08-19T20:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T17:00:00+00:00,43.07,2022-08-19T17:00:00+00:00,2022-08-19T21:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T17:30:00+00:00,43.07,2022-08-19T17:30:00+00:00,2022-08-19T21:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T18:00:00+00:00,44.57,2022-08-19T18:00:00+00:00,2022-08-19T22:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T18:30:00+00:00,44.57,2022-08-19T18:30:00+00:00,2022-08-19T22:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T19:00:00+00:00,45.44,2022-08-19T19:00:00+00:00,2022-08-19T23:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T19:30:00+00:00,45.44,2022-08-19T19:30:00+00:00,2022-08-19T23:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T20:00:00+00:00,45.55,2022-08-19T20:00:00+00:00,2022-08-20T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T20:30:00+00:00,45.55,2022-08-19T20:30:00+00:00,2022-08-20T00:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T21:00:00+00:00,17.32,2022-08-19T21:00:00+00:00,2022-08-20T01:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T21:30:00+00:00,17.32,2022-08-19T21:30:00+00:00,2022-08-20T01:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T22:00:00+00:00,15.97,2022-08-19T22:00:00+00:00,2022-08-20T02:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T22:30:00+00:00,15.97,2022-08-19T22:30:00+00:00,2022-08-20T02:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T23:00:00+00:00,14.16,2022-08-19T23:00:00+00:00,2022-08-20T03:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-19T23:30:00+00:00,14.16,2022-08-19T23:30:00+00:00,2022-08-20T03:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T00:00:00+00:00,13.05,2022-08-20T00:00:00+00:00,2022-08-20T04:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T00:30:00+00:00,13.05,2022-08-20T00:30:00+00:00,2022-08-20T04:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T01:00:00+00:00,15.0,2022-08-20T01:00:00+00:00,2022-08-20T05:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T01:30:00+00:00,15.0,2022-08-20T01:30:00+00:00,2022-08-20T05:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T02:00:00+00:00,16.64,2022-08-20T02:00:00+00:00,2022-08-20T06:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T02:30:00+00:00,16.64,2022-08-20T02:30:00+00:00,2022-08-20T06:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T03:00:00+00:00,17.71,2022-08-20T03:00:00+00:00,2022-08-20T07:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T03:30:00+00:00,17.71,2022-08-20T03:30:00+00:00,2022-08-20T07:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T04:00:00+00:00,18.05,2022-08-20T04:00:00+00:00,2022-08-20T08:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T04:30:00+00:00,18.05,2022-08-20T04:30:00+00:00,2022-08-20T08:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T05:00:00+00:00,17.6,2022-08-20T05:00:00+00:00,2022-08-20T09:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T05:30:00+00:00,17.6,2022-08-20T05:30:00+00:00,2022-08-20T09:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T06:00:00+00:00,16.43,2022-08-20T06:00:00+00:00,2022-08-20T10:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T06:30:00+00:00,16.43,2022-08-20T06:30:00+00:00,2022-08-20T10:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T07:00:00+00:00,14.72,2022-08-20T07:00:00+00:00,2022-08-20T11:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T07:30:00+00:00,14.72,2022-08-20T07:30:00+00:00,2022-08-20T11:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T08:00:00+00:00,12.76,2022-08-20T08:00:00+00:00,2022-08-20T12:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T08:30:00+00:00,12.76,2022-08-20T08:30:00+00:00,2022-08-20T12:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T09:00:00+00:00,10.84,2022-08-20T09:00:00+00:00,2022-08-20T13:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T09:30:00+00:00,10.84,2022-08-20T09:30:00+00:00,2022-08-20T13:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T10:00:00+00:00,9.27,2022-08-20T10:00:00+00:00,2022-08-20T14:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T10:30:00+00:00,9.27,2022-08-20T10:30:00+00:00,2022-08-20T14:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T11:00:00+00:00,8.29,2022-08-20T11:00:00+00:00,2022-08-20T15:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T11:30:00+00:00,8.29,2022-08-20T11:30:00+00:00,2022-08-20T15:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T12:00:00+00:00,35.62,2022-08-20T12:00:00+00:00,2022-08-20T16:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T12:30:00+00:00,35.62,2022-08-20T12:30:00+00:00,2022-08-20T16:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T13:00:00+00:00,36.18,2022-08-20T13:00:00+00:00,2022-08-20T17:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T13:30:00+00:00,36.18,2022-08-20T13:30:00+00:00,2022-08-20T17:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T14:00:00+00:00,37.44,2022-08-20T14:00:00+00:00,2022-08-20T18:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T14:30:00+00:00,37.44,2022-08-20T14:30:00+00:00,2022-08-20T18:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T15:00:00+00:00,39.2,2022-08-20T15:00:00+00:00,2022-08-20T19:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T15:30:00+00:00,39.2,2022-08-20T15:30:00+00:00,2022-08-20T19:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T16:00:00+00:00,41.18,2022-08-20T16:00:00+00:00,2022-08-20T20:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T16:30:00+00:00,41.18,2022-08-20T16:30:00+00:00,2022-08-20T20:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T17:00:00+00:00,43.07,2022-08-20T17:00:00+00:00,2022-08-20T21:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T17:30:00+00:00,43.07,2022-08-20T17:30:00+00:00,2022-08-20T21:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T18:00:00+00:00,44.57,2022-08-20T18:00:00+00:00,2022-08-20T22:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T18:30:00+00:00,44.57,2022-08-20T18:30:00+00:00,2022-08-20T22:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T19:00:00+00:00,45.44,2022-08-20T19:00:00+00:00,2022-08-20T23:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T19:30:00+00:00,45.44,2022-08-20T19:30:00+00:00,2022-08-20T23:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T20:00:00+00:00,45.55,2022-08-20T20:00:00+00:00,2022-08-21T00:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T20:30:00+00:00,45.55,2022-08-20T20:30:00+00:00,2022-08-21T00:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T21:00:00+00:00,17.32,2022-08-20T21:00:00+00:00,2022-08-21T01:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T21:30:00+00:00,17.32,2022-08-20T21:30:00+00:00,2022-08-21T01:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T22:00:00+00:00,15.97,2022-08-20T22:00:00+00:00,2022-08-21T02:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T22:30:00+00:00,15.97,2022-08-20T22:30:00+00:00,2022-08-21T02:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T23:00:00+00:00,14.16,2022-08-20T23:00:00+00:00,2022-08-21T03:00:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
2022-08-20T23:30:00+00:00,14.16,2022-08-20T23:30:00+00:00,2022-08-21T03:30:00+00:00,REAL_HISTORICAL_ANALYSIS,GOOD
